一级,二级,情形抽取,法条依据,法条内容,类案,处罚依据,处罚种类,处罚幅度,涉刑风险,刑法依据,刑法内容
劳动保障问题,克扣产假,扣减女职工产假（少于90天）,《劳动保障监察条例》第二十三条,"用人单位有下列行为之一的，由劳动保障行政部门责令改正，按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款：
（一）安排女职工从事矿山井下劳动、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的；
（二）安排女职工在经期从事高处、低温、冷水作业或者国家规定的第三级体力劳动强度的劳动的；
（三）安排女职工在怀孕期间从事国家规定的第三级体力劳动强度的劳动或者孕期禁忌从事的劳动的；
（四）安排怀孕7个月以上的女职工夜班劳动或者延长其工作时间的；
（五）【女职工生育享受产假少于90天的】；
（六）安排女职工在哺乳未满1周岁的婴儿期间从事国家规定的第三级体力劳动强度的劳动或者哺乳期禁忌从事的其他劳动，以及延长其工作时间或者安排其夜班劳动的；
（七）安排未成年工从事矿山井下、有毒有害、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的；
（八）未对未成年工定期进行健康检查的。",暂无,女职工生育享受产假少于90天,责令改正|罚款,按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款,暂无,,
劳动保障问题,未成年保护,安排未成年工从事危重劳动,《劳动保障监察条例》第二十三条,"用人单位有下列行为之一的，由劳动保障行政部门责令改正，按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款：
（一）安排女职工从事矿山井下劳动、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的；
（二）安排女职工在经期从事高处、低温、冷水作业或者国家规定的第三级体力劳动强度的劳动的；
（三）安排女职工在怀孕期间从事国家规定的第三级体力劳动强度的劳动或者孕期禁忌从事的劳动的；
（四）安排怀孕7个月以上的女职工夜班劳动或者延长其工作时间的；
（五）女职工生育享受产假少于90天的；
（六）安排女职工在哺乳未满1周岁的婴儿期间从事国家规定的第三级体力劳动强度的劳动或者哺乳期禁忌从事的其他劳动，以及延长其工作时间或者安排其夜班劳动的；
（七）【安排未成年工从事矿山井下、有毒有害、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的】；
（八）未对未成年工定期进行健康检查的。",暂无,安排未成年工从事矿山井下、有毒有害、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动,责令改正|罚款,按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款,暂无,,
劳动保障问题,未给予经济补偿,解除劳动合同未补偿,《劳动保障监察条例》第二十六条,"用人单位有下列行为之一的，由劳动保障行政部门分别责令限期支付劳动者的工资报酬、劳动者工资低于当地最低工资标准的差额或者解除劳动合同的经济补偿；逾期不支付的，责令用人单位按照应付金额50%以上1倍以下的标准计算，向劳动者加付赔偿金：
（一）克扣或者无故拖欠劳动者工资报酬的；
（二）支付劳动者的工资低于当地最低工资标准的；
（三）【解除劳动合同未依法给予劳动者经济补偿的】。",暂无,解除劳动合同未依法给予劳动者经济补偿,责令改正|加付赔偿金,逾期不支付的，责令用人单位按照应付金额50%以上1倍以下的标准计算，向劳动者加付赔偿金,暂无,,
工会问题,阻挠工会,阻挠工会工作,《劳动保障监察条例》第二十九条,"用人单位违反《中华人民共和国工会法》，有下列行为之一的，由劳动保障行政部门责令改正：
（一）【阻挠劳动者依法参加和组织工会，或者阻挠上级工会帮助、指导劳动者筹建工会的】；
（二）无正当理由调动依法履行职责的工会工作人员的工作岗位，进行打击报复的；
（三）劳动者因参加工会活动而被解除劳动合同的；
（四）工会工作人员因依法履行职责被解除劳动合同的。",暂无,阻挠劳动者依法参加和组织工会，或者阻挠上级工会帮助、指导劳动者筹建工会,责令改正,暂无,暂无,,
工会问题,影响工会工作,打击报复工会工作人员,《劳动保障监察条例》第二十九条,"用人单位违反《中华人民共和国工会法》，有下列行为之一的，由劳动保障行政部门责令改正：
（一）阻挠劳动者依法参加和组织工会，或者阻挠上级工会帮助、指导劳动者筹建工会的；
（二）【无正当理由调动依法履行职责的工会工作人员的工作岗位，进行打击报复的】；
（三）劳动者因参加工会活动而被解除劳动合同的；
（四）工会工作人员因依法履行职责被解除劳动合同的。",暂无,无正当理由调动依法履行职责的工会工作人员的工作岗位，进行打击报复,责令改正,暂无,暂无,,
工会问题,解雇工会员工,擅自解雇参加工会的员工,《劳动保障监察条例》第二十九条,"用人单位违反《中华人民共和国工会法》，有下列行为之一的，由劳动保障行政部门责令改正：
（一）阻挠劳动者依法参加和组织工会，或者阻挠上级工会帮助、指导劳动者筹建工会的；
（二）无正当理由调动依法履行职责的工会工作人员的工作岗位，进行打击报复的；
（三）【劳动者因参加工会活动而被解除劳动合同的】；
（四）工会工作人员因依法履行职责被解除劳动合同的。",暂无,劳动者因参加工会活动而被解除劳动合同,责令改正,暂无,暂无,,
工会问题,解雇工会员工,擅自解雇依法履职的工会工作人员,《劳动保障监察条例》第二十九条,"用人单位违反《中华人民共和国工会法》，有下列行为之一的，由劳动保障行政部门责令改正：
（一）阻挠劳动者依法参加和组织工会，或者阻挠上级工会帮助、指导劳动者筹建工会的；
（二）无正当理由调动依法履行职责的工会工作人员的工作岗位，进行打击报复的；
（三）劳动者因参加工会活动而被解除劳动合同的；
（四）【工会工作人员因依法履行职责被解除劳动合同的】。",暂无,工会工作人员因依法履行职责被解除劳动合同,责令改正,暂无,暂无,,
劳动监察问题,抗拒劳动监察,抗拒、阻挠劳动保障监察,《劳动保障监察条例》第三十条第一款第（一）项,"有下列行为之一的，由劳动保障行政部门责令改正；对有第（一）项、第（二）项或者第（三）项规定的行为的，处2000元以上2万元以下的罚款：
（一）【无理抗拒、阻挠劳动保障行政部门依照本条例的规定实施劳动保障监察的；】
（二）不按照劳动保障行政部门的要求报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；
（三）经劳动保障行政部门责令改正拒不改正，或者拒不履行劳动保障行政部门的行政处理决定的；
（四）打击报复举报人、投诉人的。
违反前款规定，构成违反治安管理行为的，由公安机关依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。",暂无,无理抗拒、阻挠劳动保障行政部门依照本条例的规定实施劳动保障监察,责令改正|罚款,处2000元以上2万元以下的罚款,【妨害公务罪】,《中华人民共和国刑法》第二百七十七条第一款,"【以暴力、威胁方法阻碍国家机关工作人员依法执行职务的】，处三年以下有期徒刑、拘役、管制或者罚金。
　　以暴力、威胁方法阻碍全国人民代表大会和地方各级人民代表大会代表依法执行代表职务的，依照前款的规定处罚。
　　在自然灾害和突发事件中，以暴力、威胁方法阻碍红十字会工作人员依法履行职责的，依照第一款的规定处罚。
　　故意阻碍国家安全机关、公安机关依法执行国家安全工作任务，未使用暴力、威胁方法，造成严重后果的，依照第一款的规定处罚。
　　暴力袭击正在依法执行职务的人民警察的，处三年以下有期徒刑、拘役或者管制；使用枪支、管制刀具，或者以驾驶机动车撞击等手段，严重危及其人身安全的，处三年以上七年以下有期徒刑。"
劳动监察问题,隐瞒真相,不按照劳动保障行政部门的要求接受询问/报送材料,《劳动保障监察条例》第三十条第一款第（二）项,"有下列行为之一的，由劳动保障行政部门责令改正；对有第（一）项、第（二）项或者第（三）项规定的行为的，处2000元以上2万元以下的罚款：
（一）无理抗拒、阻挠劳动保障行政部门依照本条例的规定实施劳动保障监察的；
（二）【不按照劳动保障行政部门的要求报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；】
（三）经劳动保障行政部门责令改正拒不改正，或者拒不履行劳动保障行政部门的行政处理决定的；
（四）打击报复举报人、投诉人的。
违反前款规定，构成违反治安管理行为的，由公安机关依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。","违法事实：本机关依法查处的你单位未按照询问通知书要求接受询问一案，已调查终结。根据国务院《劳动保障监察条例》第十九条规定，现将本机关作出的行政处罚决定的事实、理由、依据告知如下：你单位拒绝按照我局2021年6月下达的《劳动保障监察调查询问通知书》要求，在指定的时间内携带相关材料接受询问。2021年7月，我局向你单位下达《劳动保障监察责令改正决定书》，责令你单位3日内携带相关材料接受询问。你单位逾期仍不履行。该行为违反了《劳动保障监察条例》第三十条第一款第（二）项之规定。
处罚依据：《劳动保障监察条例》第三十条第一款第（二）项之规定。
处罚决定：我局对你单位给予罚款12000元的行政处罚。",不按照劳动保障行政部门的要求报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据,责令改正|罚款,处2000元以上2万元以下的罚款,【妨害公务罪】,《中华人民共和国刑法》第二百七十七条第一款,"【以暴力、威胁方法阻碍国家机关工作人员依法执行职务的】，处三年以下有期徒刑、拘役、管制或者罚金。
　　以暴力、威胁方法阻碍全国人民代表大会和地方各级人民代表大会代表依法执行代表职务的，依照前款的规定处罚。
　　在自然灾害和突发事件中，以暴力、威胁方法阻碍红十字会工作人员依法履行职责的，依照第一款的规定处罚。
　　故意阻碍国家安全机关、公安机关依法执行国家安全工作任务，未使用暴力、威胁方法，造成严重后果的，依照第一款的规定处罚。
　　暴力袭击正在依法执行职务的人民警察的，处三年以下有期徒刑、拘役或者管制；使用枪支、管制刀具，或者以驾驶机动车撞击等手段，严重危及其人身安全的，处三年以上七年以下有期徒刑。"
劳动监察问题,拒不改正,拒不履行劳动保障行政部门的行政处理决定,《劳动保障监察条例》第三十条第一款第（三）项,"有下列行为之一的，由劳动保障行政部门责令改正；对有第（一）项、第（二）项或者第（三）项规定的行为的，处2000元以上2万元以下的罚款：
（一）无理抗拒、阻挠劳动保障行政部门依照本条例的规定实施劳动保障监察的；
（二）不按照劳动保障行政部门的要求报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；
（三）【经劳动保障行政部门责令改正拒不改正，或者拒不履行劳动保障行政部门的行政处理决定的】；
（四）打击报复举报人、投诉人的。
违反前款规定，构成违反治安管理行为的，由公安机关依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。","违法事实：你单位责令改正拒不改正的行为违反了《劳动保障监察条例》（国务院第423号令）第三十条第一款第（三）项“有下列行为之一的，由劳动保障行政部门责令改正；对有第（一）项、第（二）项或者第（三）项规定的行为的，处2000元以上2万元以下的罚款：……经劳动保障行政部门责令改正拒不改正，或者拒不履行劳动保障行政部门的行政处理决定的”之规定，依据前述《劳动保障监察条例》（国务院第423号令）第三十条第一款第（三）项之规定，应对当事人作出罚款的行政处罚。参照《杭州市人力资源和社会保障行政处罚裁量适用办法》行政处罚裁量标准表第61项第3类“涉及劳动者权益3人以下的，按照2000元以上且低于8000元标准罚款”之规定
处罚依据：《劳动保障监察条例》第三十条第一款第三项之规定。
处罚决定：对你单位处罚款6000元。
|违法事实：你单位拖欠李某2014年1月至2015年12月的工资，共计225433元。被行政处罚人的行为涉嫌“拒不支付劳动报酬罪”，根据国务院《行政执法机关移送涉嫌犯罪案件的规定》和《关于加强对拒不支付劳动报酬案件查处工作的通知》的规定，该案移送至市公安局经济开发区分局依法处理。根据区人民检察院不起诉决定书，被行政处罚人实施了《中华人民共和国刑法》第二百七十六条之一规定的行为，已构成拒不支付劳动报酬罪，但犯罪情节轻微，民事部分已调解，决定对被行政处罚人不起诉。被行政处罚人的行为违反了《中华人民共和国劳动法》第五十条“工资应当以贷币形式按月支付给劳动者本人。不得克扣或者无故拖欠劳动者的工资。”之规定。
处罚依据：《劳动保障监察条例》第三十条第一款第三项之规定。
处罚决定：对你单位处罚款10000元。",经劳动保障行政部门责令改正拒不改正，或者拒不履行劳动保障行政部门的行政处理决定,责令改正|罚款,处2000元以上2万元以下的罚款,【妨害公务罪】,《中华人民共和国刑法》第二百七十七条第一款,"【以暴力、威胁方法阻碍国家机关工作人员依法执行职务的】，处三年以下有期徒刑、拘役、管制或者罚金。
　　以暴力、威胁方法阻碍全国人民代表大会和地方各级人民代表大会代表依法执行代表职务的，依照前款的规定处罚。
　　在自然灾害和突发事件中，以暴力、威胁方法阻碍红十字会工作人员依法履行职责的，依照第一款的规定处罚。
　　故意阻碍国家安全机关、公安机关依法执行国家安全工作任务，未使用暴力、威胁方法，造成严重后果的，依照第一款的规定处罚。
　　暴力袭击正在依法执行职务的人民警察的，处三年以下有期徒刑、拘役或者管制；使用枪支、管制刀具，或者以驾驶机动车撞击等手段，严重危及其人身安全的，处三年以上七年以下有期徒刑。"
劳动监察问题,打击报复,打击报复举报人/投诉人,《劳动保障监察条例》第三十条第一款第（四）项,"有下列行为之一的，由劳动保障行政部门责令改正；对有第（一）项、第（二）项或者第（三）项规定的行为的，处2000元以上2万元以下的罚款：
（一）无理抗拒、阻挠劳动保障行政部门依照本条例的规定实施劳动保障监察的；
（二）不按照劳动保障行政部门的要求报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；
（三）经劳动保障行政部门责令改正拒不改正，或者拒不履行劳动保障行政部门的行政处理决定的；
（四）【打击报复举报人、投诉人的】。
违反前款规定，构成违反治安管理行为的，由公安机关依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。",暂无,打击报复举报人、投诉人,责令改正|罚款,处2000元以上2万元以下的罚款,【妨害公务罪】,《中华人民共和国刑法》第二百七十七条第一款,"【以暴力、威胁方法阻碍国家机关工作人员依法执行职务的】，处三年以下有期徒刑、拘役、管制或者罚金。
　　以暴力、威胁方法阻碍全国人民代表大会和地方各级人民代表大会代表依法执行代表职务的，依照前款的规定处罚。
　　在自然灾害和突发事件中，以暴力、威胁方法阻碍红十字会工作人员依法履行职责的，依照第一款的规定处罚。
　　故意阻碍国家安全机关、公安机关依法执行国家安全工作任务，未使用暴力、威胁方法，造成严重后果的，依照第一款的规定处罚。
　　暴力袭击正在依法执行职务的人民警察的，处三年以下有期徒刑、拘役或者管制；使用枪支、管制刀具，或者以驾驶机动车撞击等手段，严重危及其人身安全的，处三年以上七年以下有期徒刑。"
社会保险问题,单位不交保险,瞒报工资总额/职工人数,《劳动保障监察条例》第二十七条第一款,"【用人单位向社会保险经办机构申报应缴纳的社会保险费数额时，瞒报工资总额或者职工人数】的，由劳动保障行政部门责令改正，并处瞒报工资数额1倍以上3倍以下的罚款。
　　骗取社会保险待遇或者骗取社会保险基金支出的，由劳动保障行政部门责令退还，并处骗取金额1倍以上3倍以下的罚款；构成犯罪的，依法追究刑事责任。",暂无,用人单位向社会保险经办机构申报应缴纳的社会保险费数额时，瞒报工资总额或者职工人数,责令改正|罚款,并处瞒报工资数额1倍以上3倍以下的罚款,暂无,,
社会保险问题,不办理保险登记,用人单位不办理社会保险登记,《中华人民共和国社会保险法》第八十四条,【用人单位不办理社会保险登记的】，由社会保险行政部门责令限期改正；逾期不改正的，对用人单位处应缴社会保险费数额一倍以上三倍以下的罚款，对其直接负责的主管人员和其他直接责任人员处五百元以上三千元以下的罚款。,暂无,用人单位不办理社会保险登记,责令改正|罚款,对用人单位处应缴社会保险费数额一倍以上三倍以下的罚款，对其直接负责的主管人员和其他直接责任人员处五百元以上三千元以下的罚款,暂无,,
社会保险问题,不缴保费,用人单位未按时足额缴纳社会保险费,《中华人民共和国社会保险法》第八十六条,【用人单位未按时足额缴纳社会保险费的】，由社会保险费征收机构责令限期缴纳或者补足，并自欠缴之日起，按日加收万分之五的滞纳金；逾期仍不缴纳的，由有关行政部门处欠缴数额一倍以上三倍以下的罚款,"违法事实：本机关依法查处的你单位未按时足额缴纳职工李某社会保险费一案，已调查终结。根据国务院《劳动保障监察条例》第十九条规定，现将本机关作出的行政处罚决定的事实、理由、依据告知如下：你单位存在未按时足额缴纳职工李某社会保险费44455.73元的违法行为，社会保险事业中心于2021年5月送达《社会保险费限期补缴通知书》后，你单位仍未按要求履行补缴义务，且拒绝执行我局于2021年7月14日下达的《劳动保障监察责令改正决定书》。以上事实有《社会保险费限期补缴通知书》、《劳动保障监察责令改正决定书》、《劳动保障监察行政处罚事先告知书》、《劳动保障监察行政处罚听证告知书》为证。该行为违反了《中华人民共和国社会保险法》第五十八条、第六十条之规定。
处罚依据：《中华人民共和国社会保险法》第八十六条之规定。
处罚决定：我局对你单位给予罚款111139.33元的行政处罚。",用人单位未按时足额缴纳社会保险费,责令补足|加收滞纳金|罚款,按日加收万分之五的滞纳金；逾期仍不缴纳的，由有关行政部门处欠缴数额一倍以上三倍以下的罚款,暂无,,
社会保险问题,骗取社保支出,社会保险服务机构骗取社会保险基金支出,《中华人民共和国社会保险法》第八十七条,【社会保险经办机构以及医疗机构、药品经营单位等社会保险服务机构以欺诈、伪造证明材料或者其他手段骗取社会保险基金支出】的，由社会保险行政部门责令退回骗取的社会保险金，处骗取金额二倍以上五倍以下的罚款；属于社会保险服务机构的，解除服务协议；直接负责的主管人员和其他直接责任人员有执业资格的，依法吊销其执业资格。,"违法事实：2018年4月，县人社局基金监督科在对某社区卫生服务站进行视频回放检查时，发现有违规使用医保卡的情况，县劳动保障监察大队于2018年8月对该卫生服务站展开调查。经调查核实，该社区卫生服务站有违规使用他人医保卡进行就医行为，涉嫌违规支出社保基金共计56.30元。
处罚依据：《社会保险法》第八十七条之规定。
处罚决定：1.退回骗取的社会保险金56.30元；2.处以骗取金额三倍的罚款168.90元。",社会保险经办机构以及医疗机构、药品经营单位等社会保险服务机构以欺诈、伪造证明材料或者其他手段骗取社会保险基金支出,责令退回|罚款|吊销执照,处骗取金额二倍以上五倍以下的罚款,暂无,,
社会保险问题,骗取保险待遇,骗取社会保险待遇（如失业保险金）,《中华人民共和国社会保险法》第八十八条,【以欺诈、伪造证明材料或者其他手段骗取社会保险待遇的】，由社会保险行政部门责令退回骗取的社会保险金，处骗取金额二倍以上五倍以下的罚款。,"违法事实：你单位依据《中华人民共和国社会保险法》（中华人民共和国主席令第35号）第八十八条“以欺诈、伪造证明材料或者其他手段骗取社会保险待遇的，由社会保险行政部门责令退回骗取的社会保险金，处骗取金额二倍以上五倍以下罚款”，并参照《杭州市人力资源和社会保障行政处罚裁量适用办法》（杭人社发[2017]16号）第九条“行政相对人实施违反人力资源和社会保障法律、法规、规章的行为，并具有下列情形之一的，应当从轻处罚”：（一）主动消除或者减轻违反人力资源和社会保障法律、法规和规章行为危害后果的；……（六）“未曾因违反人力资源和社会保障法律、法规、规章的行为而被行政处罚的；……” 
处罚依据：《中华人民共和国社会保险法》（中华人民共和国主席令第35号）第八十八条之规定
处罚决定：对你单位处按照骗取医保基金金额的二倍处以罚款8441.1元。
|违法事实:你于2017年2月至2017年4月在某生物科技股份有限公司工作，期间享受了2017年3月、2017年4月的失业保险待遇，其中每月领取失业保险金1488.00元，共计2976.00元；上述期间由失业保险基金承担基本医疗保险费473.48元；二项合计3449.48元。在调查期间，当事人已主动向就业管理服务局退还骗取的全部失业保险待遇，其中分别退还失业保险金2976.00元、基本医疗保险费473.48元。
处罚依据:《中华人民共和国社会保险法》第八十八条之规定 
处罚决定：对你处罚款6898.96元。",以欺诈、伪造证明材料或者其他手段骗取社会保险待遇,责令退回|罚款,处骗取金额二倍以上五倍以下的罚款,暂无,,
社会保险问题,冒用医保卡,冒用他人的基本医疗保障证（医保卡）,《中华人民共和国社会保险法》第八十八条|《杭州市基本医疗保障违规行为处理办法》第十一条第二款,"【以欺诈、伪造证明材料或者其他手段骗取社会保险待遇的】，由社会保险行政部门责令退回骗取的社会保险金，处骗取金额二倍以上五倍以下的罚款。
|违反本办法第五条第二款第（一）项规定的，由社会保险行政部门处以500元以上2000元以下罚款；造成基本医疗保障基金损失的，由基本医疗保险经办机构追回基本医疗保障基金支出。
违反本办法第五条第二款第（二）项、第（三）项、第（四）项、第（五）项、第（六）项和第三款规定的，【由社会保险行政部门责令退回骗取的基本医疗保障基金支出，处以骗取金额二倍以上五倍以下罚款】。
参保人员涉嫌违反本办法第五条规定的，在调查、处理期间，基本医疗保险经办机构可以改变其基本医疗保障费用结算方式。","违法事实:你于2018年1月至2018年3月期间两次冒用他人的基本医疗保障证（卡），在零售药店进行基本医疗保障费用结算，造成基本医疗保障基金支出1050.13元； 
处罚依据:《中华人民共和国社会保险法》第八十八条、《杭州市基本医疗保障违规行为处理办法》第十一条第二款之规定
处罚决定：对你处罚款2100.26元。",以欺诈、伪造证明材料或者其他手段骗取社会保险待遇,责令退回|罚款,处骗取金额二倍以上五倍以下的罚款,暂无,,
社会保险问题,单位协助骗保,用人单位出具虚假的证明材料协助骗保,《杭州市基本医疗保障违规行为处理办法》第四条|《杭州市基本医疗保障违规行为处理办法》第十条,"用人单位应当按照《中华人民共和国社会保险法》、《社会保险费征缴暂行条例》、《杭州市社会保险费征缴办法》的规定，为本单位职工办理基本医疗保险，并缴纳基本医疗保险费。
【用人单位不得出具虚假的劳动关系证明材料或者虚假的财务会计报表，为不符合参保条件的人员参加职工基本医疗保险或者骗取基本医疗保障待遇提供协助】。
用人单位不得伪造、变造、涂改医疗文书、医疗费票据或者其他证明材料，骗取基本医疗保障基金支出。
|【违反本办法第四条第二款规定的】，由社会保险行政部门责令限期改正，处以500元以上2000元以下罚款；违反本办法第四条第三款规定，骗取基本医疗保障基金支出的，由社会保险行政部门责令退回骗取的基本医疗保障基金支出，处以骗取金额二倍以上五倍以下罚款。","违法事实：你单位属初犯，且能积极配合调查并主动办理了郜某等198人的停保手续，为此依据《杭州市基本医疗保障违规行为处理办法》第十条第一款“违反本办法第四条第二款规定的，由社会保险行政部门责令改正，处以1万元以上3万元以下罚款，造成基本医疗保障基金支出的，由社会保险行政部门责令用人单位退回骗取的基本医疗保障基金支出。”同时参照《关于印发〈杭州市人力资源和社会保障行政处罚裁量适用办法〉的通知》规定的“涉及劳动者超过10人的，按照24000元以上30000元以下标准罚款。”的标准
处罚依据：《杭州市基本医疗保障违规行为处理办法》（杭州市人民政府令第297号）第十条第一款之规定
处罚决定：对你单位处罚款人民币24000元。
|违法事实：你单位属初犯，已主动为全部代缴人员停保，并主动退还所支出的社保基金和医保基金。依据《杭州市基本医疗保障违规行为处理办法》第十条第一款：“违反本办法第四条第二款规定的，由社会保险行政部门责令限期改正，处以1万元以上3万元以下罚款”，同时参照《杭州市人力资源和社会保障行政处罚裁量适用办法》第九条第（一）项“主动消除或者减轻违反人力资源和社会保障法律、法规和规章行为危害后果的；”、第（六）项“未曾因违反人力资源和社会保障法律、法规、规章违法行为而被行政处罚的；”、第（七）项“主动中止违法行为的；”和第十三条“…同时具有两个或者两个以上从轻情节、且不具有从重清洁的，应当按最低处罚幅度实施处罚…”之规定
处罚依据：《杭州市基本医疗保障违规行为处理办法》（杭州市人民政府令第297号）第十条第一款之规定
处罚决定：对你单位处罚款10000元",用人单位出具虚假的劳动关系证明材料或者虚假的财务会计报表，为不符合参保条件的人员参加职工基本医疗保险或者骗取基本医疗保障待遇提供协助,责令改正|罚款,处以500元以上2000元以下罚款,暂无,,
