一级,二级,情形抽取,法条依据,法条内容,类案,处罚依据,处罚种类,处罚幅度,涉刑风险,刑法依据,刑法内容
出租车,收费问题,不打表/提前打表或不按收费标准收费,《杭州市客运出租汽车管理条例》第三十条第一款第(六)项|《巡游出租汽车经营服务管理规定》第四十八条第（三）项,"驾驶员在从事巡游出租车服务过程中应当遵守下列规定：
（一）随车携带客运出租汽车运输证和客运出租汽车驾驶员从业资格证，在车内放置服务监督卡；
（二）按照规定使用智能终端、计程计价设备、顶灯和显示运营状态的标志；
（三）不得离开驾驶座位兜揽乘客；
（四）按照乘客指定的目的地选择合理路线，不得绕道行驶；
（五）按照规定及计程计价设备显示的金额收取车费，提供符合税务部门规定的发票；
（六）【在规定的经营区域内从事服务，超出经营区域时，起讫点一端应当在经营区域内（送客回程顺路搭载乘客除外）】；
（七）在机场、车站、码头、景区等公共场所的专用通道或者泊位候客时，按序排队走车，服从调度和管理。
|巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）拒载、议价、途中甩客或者故意绕道行驶的；
　　（二）未经乘客同意搭载其他乘客的；
　　（三）【不按照规定使用计程计价设备、违规收费的】；
　　（四）不按照规定出具相应车费票据的；
　　（五）不按照规定使用巡游出租汽车相关设备的；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）不按照规定使用文明用语，车容车貌不符合要求的；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实：你单位驾驶员冯某驾驶出租车从医院带上一个女乘客前往某地，提前打表，前往接乘客，到达目的地打表76元，实际收费76元，因违反《杭州市客运出租汽车管理条例》第二十一条第(七)项， 被12328投诉。
处罚依据：《杭州市客运出租汽车管理条例》第三十条第一款第(六)项之规定。
处罚决定：对你单位 处以罚款人民币300元整。
|违法事实：你单位驾驶员周某2018年驾驶出租车，在机场出租车上客处接到一名乘客，到达目的地后实收了120元。经负责人审批，同意立案，对其进行询问，并制作了询问笔录，汪某承认其客运出租汽车驾驶员在营运中不按规定的收费标准收费的事实。
处罚依据：《杭州市客运出租汽车管理条例》第三十条第一款第(六)项 之规定。
处罚决定：对你单位处以罚款人民币300元整。",巡游出租汽车驾驶员不按照规定使用计程计价设备、违规收费。,责令改正|罚款,并处以200元以上500元以下罚款,暂无,,
出租车,收费问题,多收费/一口价/不找零等,《浙江省道路运输条例》第七十五条第（五）项|《巡游出租汽车经营服务管理规定》第四十八条第（三）项,"违反本条例规定，有下列情形之一的，由县级以上道路运输管理机构责令改正，处三百元以上三千元以下罚款，可以并处暂扣三十日以下车辆营运证、从业资格证；情节严重的，由原许可机关吊销车辆营运证、从业资格证、经营许可证或者取消相应客运班线营运权：
　　（一）包车客运经营者招揽包车合同以外的旅客乘车的；
　　（二）班车客运经营者途中甩客、站外揽客的；
　　（三）公共汽车客运经营者有违反本条例第十四条规定行为的；
　　（四）出租汽车客运经营者有违反本条例第二十一条规定行为的；
　　（五）【客运出租汽车驾驶人员有违反本条例第二十三条规定行为的】；
　　（六）包车客运车辆、三类以上客运班线车辆、客运出租汽车和危险货物运输车辆的经营者和驾驶人员，未按规定安装和使用具有行驶记录功能的卫星定位终端设备的；
　　（七）机动车驾驶员培训教练员有违反本条例第五十三条规定行为的；
　　（八）道路运输和道路运输相关业务经营者未按规定实施安全生产管理制度，或者未按规定期限报告道路运输安全情况或者隐瞒、拖延不报、谎报道路运输安全事故的。
|巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）拒载、议价、途中甩客或者故意绕道行驶的；
　　（二）未经乘客同意搭载其他乘客的；
　　（三）【不按照规定使用计程计价设备、违规收费的】；
　　（四）不按照规定出具相应车费票据的；
　　（五）不按照规定使用巡游出租汽车相关设备的；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）不按照规定使用文明用语，车容车貌不符合要求的；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实；你单位2018年所聘驾驶员汪某驾驶出租车，搭载乘客到达目的地后，打表16元，驾驶员汪某实收20元整。经负责人立案审批后，调查人员对当事人汪某进行了询问，制作了询问笔录，汪某承认自己客运出租汽车驾驶人员收取运费超过计价器明示金额整个事实。
处罚依据：《浙江省道路运输条例》第七十五条第（五）项之规定。
处罚决定：对你单位处以罚款人民币300元整。
违法事实: 你单位徐某2022年驾驶出租车在商业广场搭载一名乘客送至中医院，乘客上车后，未翻下出租车计价器进行计价收费，到达目的地后直接收取乘客运费7元。
处罚依据: 《浙江省道路运输条例》第七十五条第（五）项之规定。
处罚决定：对你单位罚款人民币300元整。",巡游出租汽车驾驶员不按照规定使用计程计价设备、违规收费。,责令改正|罚款|暂扣证件|吊销执照,处三百元以上三千元以下罚款|并处以200元以上500元以下罚款,暂无,,
出租车,收费问题,拒开车费发票,《出租汽车驾驶员从业资格管理规定》第四十条第（五）项|《出租汽车驾驶员从业资格管理规定》第四十二条,"出租汽车驾驶员在运营过程中，应当遵守国家对驾驶员在法律法规、职业道德、服务规范、安全运营等方面的资格规定，文明行车、优质服务。出租汽车驾驶员不得有下列行为：
（一）途中甩客或者故意绕道行驶； 
（二）不按照规定使用出租汽车相关设备；
（三）不按照规定使用文明用语，车容车貌不符合要求；
（四）未经乘客同意搭载其他乘客；
（五）【不按照规定出具相应车费票据】；
（六）网络预约出租汽车驾驶员违反规定巡游揽客、站点候客；
（七）巡游出租汽车驾驶员拒载，或者未经约车人或乘客同意、网络预约出租汽车驾驶员无正当理由未按承诺到达约定地点提供预约服务；
（八）巡游出租汽车驾驶员不按照规定使用计程计价设备、违规收费或者网络预约出租汽车驾驶员违规收费；
（九）对举报、投诉其服务质量或者对其服务作出不满意评价的乘客实施报复。
出租汽车驾驶员有本条前款违法行为的，应当加强继续教育；情节严重的，出租汽车行政主管部门应当对其延期注册。|【出租汽车驾驶员违反第十六条、第四十条规定】的，由县级以上出租汽车行政主管部门责令改正，并处200元以上500元以下的罚款。","违法事实: 2022年2月，区交通运输局执法人员收到来自信访局的投诉。信访内容为投诉人乘坐一辆出租车前往某地，司机与其议价金额为210元，到达目的地后，司机没有给其发票。经查问，当班出租车驾驶员为查某。
处罚依据: 《出租汽车驾驶员从业资格管理规定》第四十二条之规定。
处罚决定：责令改正并罚款人民币200元整。",行程结束后巡游出租车驾驶员不按照规定出具相应车费票据。,责令改正|罚款,并处以200元以上500元以下罚款,暂无,,
出租车,营运问题,擅自停用车载监控、计价器等，或者车载设备出现问题未及时检查维修。,《杭州市客运出租汽车管理条例》第五十条第(二)项|《巡游出租汽车经营服务管理规定》第四十八条第（五）项,"违反本条例规定，客运出租汽车驾驶员有下列情形之一的，由道路运输管理机构责令改正，处一百元以上三百元以下罚款：
（一）未随车携带客运出租汽车驾驶员从业资格证的；
（二）【未按照规定使用车载设施设备的】；
（三）从事巡游出租车经营时离开驾驶座位兜揽乘客的。
|巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）拒载、议价、途中甩客或者故意绕道行驶的；
　　（二）未经乘客同意搭载其他乘客的；
　　（三）不按照规定使用计程计价设备、违规收费的；
　　（四）不按照规定出具相应车费票据的；
　　（五）【不按照规定使用巡游出租汽车相关设备的】；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）不按照规定使用文明用语，车容车貌不符合要求的；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实: 你单位在2021年有一辆出租车在火车站有违章嫌疑，通过后台系统调取车载监控视频时发现车载无录像，通知所属公司告知驾驶员前往维修点修理车载设施设备。当事驾驶员孙某接到通知后表示平时很少检查车载设备，但在看的过程中发现车载视频2路监控不清楚。之后前往维修点维修，经维修师傅调试后恢复。
处罚依据: 《杭州市客运出租汽车管理条例》第五十条第(二)项之规定。
处罚决定：对你单位处责令改正并罚款人民币100元整。
|违法事实：你单位在2018年一辆出租车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员李某制作现场笔录后发现：该车驾驶员李某驾驶出租车在火车站上客1人，司机谈好车费100元，一直未按规定使用计价器，随后被现场运管人员查获，故该车驾驶员李某违反《杭州市客运出租汽车管理条例》第三十一条第(二)项，客运出租汽车驾驶员未按规定使用车载设施设备的。
处罚依据：《杭州市客运出租汽车管理条例》第五十条第(二)项之规定。
处罚决定：对你单位处以罚款人民币100元整。",巡游出租汽车驾驶员不按照规定使用巡游出租汽车相关设备。,责令改正|罚款,处一百元以上三百元以下罚款|并处以200元以上500元以下罚款,暂无,,
出租车,营运问题,无正当理由未按承诺提供预约服务,《出租汽车驾驶员从业资格管理规定》第四十条第（七）项|《出租汽车驾驶员从业资格管理规定》第四十二条,"出租汽车驾驶员在运营过程中，应当遵守国家对驾驶员在法律法规、职业道德、服务规范、安全运营等方面的资格规定，文明行车、优质服务。出租汽车驾驶员不得有下列行为：
（一）途中甩客或者故意绕道行驶； 
（二）不按照规定使用出租汽车相关设备；
（三）不按照规定使用文明用语，车容车貌不符合要求；
（四）未经乘客同意搭载其他乘客；
（五）不按照规定出具相应车费票据；
（六）网络预约出租汽车驾驶员违反规定巡游揽客、站点候客；
（七）巡游出租汽车驾驶员拒载，或者未经约车人或乘客同意、【网络预约出租汽车驾驶员无正当理由未按承诺到达约定地点提供预约服务】；
（八）巡游出租汽车驾驶员不按照规定使用计程计价设备、违规收费或者网络预约出租汽车驾驶员违规收费；
（九）对举报、投诉其服务质量或者对其服务作出不满意评价的乘客实施报复。
出租汽车驾驶员有本条前款违法行为的，应当加强继续教育；情节严重的，出租汽车行政主管部门应当对其延期注册。|【出租汽车驾驶员违反第十六条、第四十条规定】的，由县级以上出租汽车行政主管部门责令改正，并处200元以上500元以下的罚款。","违法事实: 2020年09月，市交通运输局执法人员接到核查举报投诉，乘客在一校区通过网络平台预约一辆出租车要前往某地，司机任某接单后未前往预约地点接乘客，没有为乘客提供服务，引起乘客投诉。执法人员依法对任某进行了询问并制作了《询问笔录》，同时还取得《当事人驾驶证原件》、《行驶证原件》、《从业资格证原件》、《举报投诉登记单原件》、《平台对司机的约谈单复印件》等相关证据。以上证据表明，任某所有的出租车未经乘客同意、网络预约出租汽车驾驶员无正当理由未按承诺到达约定地点提供预约服务。
处罚依据: 《出租汽车驾驶员从业资格管理规定》第四十二条之规定。
处罚决定：责令行政相对人立即改正并决定给予行政相对人罚款人民币200元整的行政处罚。
|违法事实: 2022年2月，市交通运输局执法人员接到核查举报投诉：驾驶员马某驾驶一辆出租车通过网络预约接单，乘客从某酒店到医院，司机到达目的地后电话联系了乘客，乘客不久就到达了上车点，但司机在现场接其他乘客了，并取消了网络预约订单，未能搭载乘客。车辆所有人是甲公司。执法人员依法对马某进行了询问并制作了《询问笔录》，同时还取得其身份证复印件、服务资格证复印件、举报投诉登记单复印件、道路运输证复印件等相关证据。
处罚依据: 《出租汽车驾驶员从业资格管理规定》第四十二条之规定。
处罚决定：责令改正并罚款人民币200元整。",网络预约出租汽车驾驶员无正当理由未按承诺到达约定地点提供预约服务。,责令改正|罚款,并处以200元以上500元以下罚款,暂无,,
出租车,营运问题,驾驶员用语不文明,《巡游出租汽车经营服务管理规定》第四十八条第（七）项,"巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）拒载、议价、途中甩客或者故意绕道行驶的；
　　（二）未经乘客同意搭载其他乘客的；
　　（三）不按照规定使用计程计价设备、违规收费的；
　　（四）不按照规定出具相应车费票据的；
　　（五）不按照规定使用巡游出租汽车相关设备的；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）【不按照规定使用文明用语】，车容车貌不符合要求的；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。",暂无,巡游出租车驾驶员不按照规定使用文明用语。,责令改正|罚款,并处以200元以上500元以下罚款,暂无,,
出租车,营运问题,车容车貌不整洁,《巡游出租汽车经营服务管理规定》第四十八条第（七）项,"巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）拒载、议价、途中甩客或者故意绕道行驶的；
　　（二）未经乘客同意搭载其他乘客的；
　　（三）不按照规定使用计程计价设备、违规收费的；
　　（四）不按照规定出具相应车费票据的；
　　（五）不按照规定使用巡游出租汽车相关设备的；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）不按照规定使用文明用语，【车容车貌不符合要求的】；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。",暂无,巡游出租车车容车貌不符合要求。,责令改正|罚款,并处以200元以上500元以下罚款,暂无,,
出租车,营运问题,在火车站/机场等禁止上客区域违章揽客,《巡游出租汽车经营服务管理规定》第四十八条第（八）项,"巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
（一）拒载、议价、途中甩客或者故意绕道行驶的；
（二）未经乘客同意搭载其他乘客的；
（三）不按照规定使用计程计价设备、违规收费的；
（四）不按照规定出具相应车费票据的；
（五）不按照规定使用巡游出租汽车相关设备的；
（六）接受巡游出租汽车电召任务后未履行约定的；
（七）不按照规定使用文明用语，车容车貌不符合要求的；
（八）【在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的】；
（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实：你单位驾驶员孙某在2019年驾驶出租车在火车站禁止上客区域违章揽客，先后招徕了三名客人，后被一乘客投诉至12328，经过核实，故该车驾驶员孙某驾驶出租车违反《巡游出租汽车经营服务管理规定》第二十三条第（九）项，巡游出租汽车驾驶员在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客。
处罚依据：《巡游出租汽车经营服务管理规定》第四十八条第（一）项之规定。
处罚决定：对你单位处以罚款人民币500元整，责令改正。
|违法事实：你单位驾驶员汪某驾驶出租车在火车站二层平台禁止上客区域违章上客，被现场视频拍摄到，故该车驾驶员汪某因违反《巡游出租汽车经营服务管理规定》第二十三条第（九）项，巡游出租汽车驾驶员在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客被我执法人员查获。
处罚依据：《巡游出租汽车经营服务管理规定》第四十八条第（一）项之规定。
处罚决定：对你单位处以罚款人民币500元整。",巡游出租汽车驾驶员违反规定在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地载客时存在不文明排队，不服从调度或在非指定区域揽客。,责令改正|罚款,并处以200元以上500元以下罚款,暂无,,
网约车,资质问题,未取得许可，擅自从事网约车经营活动,《杭州市客运出租汽车管理条例》第四十八条第（一）项|《网络预约出租汽车经营服务管理暂行办法》第三十四条第（一）项,"违反本条例规定，网约出租车经营者有下列行为之一的，由道路运输管理机构责令改正，处五千元以上一万元以下罚款；情节严重的，处一万元以上三万元以下罚款；情节特别严重的，吊销其经营许可证：
（一）【实际提供服务的车辆未取得网约出租车运输证或者实际提供服务的驾驶员未取得客运出租汽车驾驶员从业资格证的】；
（二）实际提供服务的车辆和驾驶员与线上预约的车辆和驾驶员不一致的；
（三）超出经营区域从事经营的；
（四）未按照规定公布运价规则或者未报告有关部门的。
|违反本规定，有下列行为之一的，由县级以上出租汽车行政主管部门责令改正，予以警告，并处以10000元以上30000元以下罚款；构成犯罪的，依法追究刑事责任：
　　（一）【未取得经营许可，擅自从事或者变相从事网约车经营活动的】；
　　（二）伪造、变造或者使用伪造、变造、失效的《网络预约出租汽车运输证》《网络预约出租汽车驾驶员证》从事网约车经营活动的。","违法事实：你单位存在提供服务车辆未取得《网约出租车运输证》行为。当事人杨某驾驶轿车通过其公司手机应用软件接单，为站点拼车单。到达后通过软件收取车费39.62元。该车辆未取得《网约出租车运输证》。经负责人立案审批后，调查人员对案件进行调查。
处罚依据：《杭州市客运出租汽车管理条例》第四十八条第（一）项之规定。
处罚决定：对你单位处以罚款人民币20000元整。
|违法事实：你单位吴某在2022年驾驶小型客车载有2名乘客，经驾驶员陈述乘客在打车软件发布打车信息他主动到乘客位置，经检查该车驾驶员吴某无法出示出租汽车驾驶员《从业资格证》，无法出示小型轿车的《网络预约出租汽车运输证》。经进一步调查小型轿车所有人是吴某，吴某未取得出租汽车驾驶员《从业资格证》，小型轿车未取得《网络预约出租汽车运输证》，吴某未取得经营许可，使用网约车软件接送乘客，收取运费人民币7元，从事网约车经营。
处罚依据: 《网络预约出租汽车经营服务管理暂行办法》第三十四条第（一）项之规定。
处罚决定：对你单位处责令改正并警告，罚款人民币10000元整，没收违法所得7元。",未取得经营许可，擅自从事或者变相从事网约车经营活动。,责令改正|警告|罚款|吊销执照|追究刑事责任,处五千元以上一万元以下罚款；情节严重的，处一万元以上三万元以下罚款；情节特别严重的，吊销其经营许可证|并处以10000元以上30000元以下罚款,【非法经营罪】,《中华人民共和国刑法》第二百二十五条,"违反国家规定，有下列非法经营行为之一，扰乱市场秩序，情节严重的，处五年以下有期徒刑或者拘役，并处或者单处违法所得一倍以上五倍以下罚金；情节特别严重的，处五年以上有期徒刑，并处违法所得一倍以上五倍以下罚金或者没收财产：
　　（一）未经许可经营法律、行政法规规定的专营、专卖物品或者其他限制买卖的物品的；
　　（二）买卖进出口许可证、进出口原产地证明以及其他法律、行政法规规定的经营许可证或者批准文件的；
　　（三）未经国家有关主管部门批准非法经营证券、期货、保险业务的，或者非法从事资金支付结算业务的；
　　（四）【其他严重扰乱市场秩序的非法经营行为】。"
网约车,资质问题,网约出租车驾驶员未取得从业资格证,《网络预约出租汽车经营服务管理暂行办法》第三十五条第（二）项,"网约车平台公司违反本规定，有下列行为之一的，由县级以上出租汽车行政主管部门和价格主管部门按照职责责令改正，对每次违法行为处以5000元以上10000元以下罚款；情节严重的，处以10000元以上30000元以下罚款：
　　（一）提供服务车辆未取得《网络预约出租汽车运输证》，或者线上提供服务车辆与线下实际提供服务车辆不一致的；
　　（二）【提供服务驾驶员未取得《网络预约出租汽车驾驶员证》】，或者线上提供服务驾驶员与线下实际提供服务驾驶员不一致的；
　　（三）未按照规定保证车辆技术状况良好的；
　　（四）起讫点均不在许可的经营区域从事网约车经营活动的；
　　（五）未按照规定将提供服务的车辆、驾驶员相关信息向服务所在地出租汽车行政主管部门报备的；
　　（六）未按照规定制定服务质量标准、建立并落实投诉举报制度的；
　　（七）未按照规定提供共享信息，或者不配合出租汽车行政主管部门调取查阅相关数据信息的；
　　（八）未履行管理责任，出现甩客、故意绕道、违规收费等严重违反国家相关运营服务标准行为的。
　　网约车平台公司不再具备线上线下服务能力或者有严重违法行为的，由县级以上出租汽车行政主管部门依据相关法律法规的有关规定责令停业整顿、吊销相关许可证件。","违法事实：你单位存在提供服务驾驶员未取得《网络预约出租汽车驾驶员证》行为。当事人赵某驾驶轿车通过打车手机软件接单，约定到达目的地后乘客通过平台支付车费，经查，赵某未取得《网络预约出租汽车驾驶员证》，违反《网络预约出租汽车经营服务管理暂行办法》第十八条，网约车平台公司提供服务驾驶员未取得《网络预约出租汽车驾驶员证》。经负责人立案审批后，执法人员给当事人赵某制作了现场笔录，并告知其享有的权利。经调查，赵某未取得《网络预约出租汽车驾驶员证》，我处认定甲公司存提供服务驾驶员未取得《网络预约出租汽车驾驶员证》事实成立。
处罚依据：《网络预约出租汽车经营服务管理暂行办法》第三十五条第一款第（二）项之规定。
处罚决定：对你单位处以罚款人民币10000元整。
|违法事实: 2022年3月，市交通运输局执法人员通过管理部门信息共享，发现当事驾驶员罗某通过滴滴出行平台接单载运乘客，订单状态显示已完成。执法人员查询省交通运输审批服务系统，未发现罗某申请网约车经营许可记录。滴滴出行平台给未取得网络预约出租汽车驾驶员证的罗某派发网约车订单的行为涉嫌违反《网络预约出租汽车经营服务管理暂行办法》第十八条，其行为涉嫌提供服务驾驶员未取得《网络预约出租汽车驾驶员证》。
处罚依据: 《网络预约出租汽车经营服务管理暂行办法》第三十五条第（二）项之规定。
处罚决定：责令改正并罚款人民币10000元整。",提供服务驾驶员未取得《网络预约出租汽车驾驶员证》。,责令改正|罚款,对每次违法行为处以5000元以上10000元以下罚款；情节严重的，处以10000元以上30000元以下罚款,暂无,,
网约车,营运问题,实际接送乘客车辆车牌与预订不符,《杭州市客运出租汽车管理条例》第四十八条第（二）项|《网络预约出租汽车经营服务管理暂行办法》第十七条,"违反本条例规定，网约出租车经营者有下列行为之一的，由道路运输管理机构责令改正，处五千元以上一万元以下罚款；情节严重的，处一万元以上三万元以下罚款；情节特别严重的，吊销其经营许可证：
（一）实际提供服务的车辆未取得网约出租车运输证或者实际提供服务的驾驶员未取得客运出租汽车驾驶员从业资格证的；
（二）【实际提供服务的车辆和驾驶员与线上预约的车辆和驾驶员不一致的】；
（三）超出经营区域从事经营的；
（四）未按照规定公布运价规则或者未报告有关部门的。
|网约车平台公司应当保证提供服务车辆具备合法营运资质，技术状况良好，安全性能可靠，具有营运车辆相关保险，【保证线上提供服务的车辆与线下实际提供服务的车辆一致】，并将车辆相关信息向服务所在地出租汽车行政主管部门报备。","违法事实：你单位轿车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员钱某制作现场笔录后发现：该车驾驶员钱某在平台使用钱某姓名与身份信息、车牌车辆信息、手机号注册滴滴司机账号，通过滴滴平台接受快车订单，搭载乘客被执法人员查获。该次滴滴快车行程订单实际接送乘客车辆车牌不符，违反《杭州市客运出租汽车管理条例》第三十六条第（三）项，网约出租车经营者实际提供服务的车辆与线上预约的车辆不一致的。
处罚依据：《杭州市客运出租汽车管理条例》第四十八条第（二）项之规定。
处罚决定：对你单位处以罚款人民币20000元整。
|2021年2月，市交通局执法人员在机场出发层附近巡查时，发现一辆网约出租车有违法嫌疑，于是让该车驾驶员靠边停车接受检查。经查：驾驶员赵某通过乙出行平台承接了一单生意，当时车内有3名乘客前往某地，该车驾驶员赵某当时订单内显示的服务车号为A，但实际提供的车号为B。乙出行平台）违反《网络预约出租汽车经营服务管理暂行办法》第十七条，线上提供服务车辆与线下实际提供服务车辆不一致被我执法人员查获。
处罚依据：《网络预约出租汽车经营服务管理暂行办法》第十七条之规定。
处罚决定：责令改正并罚款人民币5000元整。",网络预约出租汽车线上提供服务车辆与线下实际提供服务车辆不一致。,责令改正|罚款|吊销许可证,处五千元以上一万元以下罚款；情节严重的，处一万元以上三万元以下罚款；情节特别严重的，吊销其经营许可证,暂无,,
网约车,营运问题,实际提供服务驾驶员与线上不符,《网络预约出租汽车经营服务管理暂行办法》第三十五条第（二）项,"网约车平台公司违反本规定，有下列行为之一的，由县级以上出租汽车行政主管部门和价格主管部门按照职责责令改正，对每次违法行为处以5000元以上10000元以下罚款；情节严重的，处以10000元以上30000元以下罚款：
　　（一）提供服务车辆未取得《网络预约出租汽车运输证》，或者线上提供服务车辆与线下实际提供服务车辆不一致的；
　　（二）提供服务驾驶员未取得《网络预约出租汽车驾驶员证》，或者【线上提供服务驾驶员与线下实际提供服务驾驶员不一致的】；
　　（三）未按照规定保证车辆技术状况良好的；
　　（四）起讫点均不在许可的经营区域从事网约车经营活动的；
　　（五）未按照规定将提供服务的车辆、驾驶员相关信息向服务所在地出租汽车行政主管部门报备的；
　　（六）未按照规定制定服务质量标准、建立并落实投诉举报制度的；
　　（七）未按照规定提供共享信息，或者不配合出租汽车行政主管部门调取查阅相关数据信息的；
　　（八）未履行管理责任，出现甩客、故意绕道、违规收费等严重违反国家相关运营服务标准行为的。
　　网约车平台公司不再具备线上线下服务能力或者有严重违法行为的，由县级以上出租汽车行政主管部门依据相关法律法规的有关规定责令停业整顿、吊销相关许可证件。","违法事实: 2021年11月，市交通运输局执法人员通过省行政执法监管发现一辆网约车在通过蓝道出行平台接单从事网约车经营过程中存在人车证均不符的情况。执法人员根据浙江省行政执法监管平台提供的线索在某地对该网约车进行检查，检查发现当事驾驶员李某驾驶车辆通过蓝道出行平台接单载运乘客至东站，被检查行程已经结束，乘客已经支付运费。当事驾驶员李某不具有网络预约出租汽车驾驶员证，他是借用李某某的账号通过蓝道出行平台接单从事网约车经营的，蓝道出行平台给李某驾驶车辆派发网约车订单的行为涉嫌违反《网络预约出租汽车经营服务管理暂行办法》第十八条，其行为涉嫌线上提供服务驾驶员与线下实际提供服务驾驶员不一致。
处罚依据: 《网络预约出租汽车经营服务管理暂行办法》第三十五条第（二）项之规定。
处罚决定：责令改正并罚款人民币10000元整。
|违法事实: 2021年9月，市交通运输局执法人员在某剧场对面巡查时，发现一辆网约车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员刘某制作现场笔录后发现：该车驾驶员刘某驾驶车辆通过旅程约车平台接单从事网约车经营活动，驾驶员刘某出示的旅程约车司机端显示该网约车驾驶员实际姓名是田某，驾驶员刘某陈述是借用田某的旅程约车司机端账号、田某旅程约车平台注册的车辆通过旅程约车平台接单从事网约车经营活动。
处罚依据: 《网络预约出租汽车经营服务管理暂行办法》第三十五条第一款第（二）项之规定。
处罚决定：责令改正并罚款人民币5000元整。",网络预约出租汽车线上提供服务驾驶员与线下实际提供服务驾驶员不一致。,责令改正|罚款,对每次违法行为处以5000元以上10000元以下罚款；情节严重的，处以10000元以上30000元以下罚款,暂无,,
网约车,营运问题,中途甩客,《网络预约出租汽车经营服务管理暂行办法》第三十六条第一款第（二）项,"网约车驾驶员违反本规定，有下列情形之一的，由县级以上出租汽车行政主管部门和价格主管部门按照职责责令改正，对每次违法行为处以50元以上200元以下罚款：
　　（一）未按照规定携带《网络预约出租汽车运输证》、《网络预约出租汽车驾驶员证》的；
　　（二）【途中甩客】或者故意绕道行驶的；
　　（三）违规收费的；
　　（四）对举报、投诉其服务质量或者对其服务作出不满意评价的乘客实施报复行为的。
　　网约车驾驶员不再具备从业条件或者有严重违法行为的，由县级以上出租汽车行政主管部门依据相关法律法规的有关规定撤销或者吊销从业资格证件。
　　对网约车驾驶员的行政处罚信息计入驾驶员和网约车平台公司信用记录。",暂无,网约车驾驶员中途甩客。,责令改正|罚款,对每次违法行为处以50元以上200元以下罚款,暂无,,
网约车,营运问题,绕道行驶,《网络预约出租汽车经营服务管理暂行办法》第三十六条第一款第（二）项,"网约车驾驶员违反本规定，有下列情形之一的，由县级以上出租汽车行政主管部门和价格主管部门按照职责责令改正，对每次违法行为处以50元以上200元以下罚款：
　　（一）未按照规定携带《网络预约出租汽车运输证》、《网络预约出租汽车驾驶员证》的；
　　（二）途中甩客或者【故意绕道行驶的】；
　　（三）违规收费的；
　　（四）对举报、投诉其服务质量或者对其服务作出不满意评价的乘客实施报复行为的。
　　网约车驾驶员不再具备从业条件或者有严重违法行为的，由县级以上出租汽车行政主管部门依据相关法律法规的有关规定撤销或者吊销从业资格证件。
　　对网约车驾驶员的行政处罚信息计入驾驶员和网约车平台公司信用记录。",暂无,网约车驾驶员未按照乘客指定的目的地选择合理路线行驶，绕道行驶。,责令改正|罚款,对每次违法行为处以50元以上200元以下罚款,暂无,,
