problem,suqiu,law_name,clause,content
劳动劳务,支付双倍工资,《中华人民共和国劳动合同法(2012修正)》,第八十二条,用人单位自用工之日起超过一个月不满一年未与劳动者订立书面劳动合同的，应当向劳动者每月支付二倍的工资。用人单位违反本法规定不与劳动者订立无固定期限劳动合同的，自应当订立无固定期限劳动合同之日起向劳动者每月支付二倍的工资。
交通事故,损害赔偿,《机动车交通事故责任强制保险条例(2016修订)》,第二十二条,有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：（一）驾驶人未取得驾驶资格或者醉酒的；（二）被保险机动车被盗抢期间肇事的；（三）被保险人故意制造道路交通事故的。有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。
交通事故,损害赔偿,《中华人民共和国道路交通安全法(2011修正)》,第七十六条,机动车发生交通事故造成人身伤亡、财产损失的，由保险公司在机动车第三者责任强制保险责任限额范围内予以赔偿；不足的部分，按照下列规定承担赔偿责任：（一）机动车之间发生交通事故的，由有过错的一方承担赔偿责任；双方都有过错的，按照各自过错的比例分担责任。（二）机动车与非机动车驾驶人、行人之间发生交通事故，非机动车驾驶人、行人没有过错的，由机动车一方承担赔偿责任；有证据证明非机动车驾驶人、行人有过错的，根据过错程度适当减轻机动车一方的赔偿责任；机动车一方没有过错的，承担不超过百分之十的赔偿责任。交通事故的损失是由非机动车驾驶人、行人故意碰撞机动车造成的，机动车一方不承担赔偿责任。
交通事故,违章扣分,《道路交通安全违法行为记分分值（2016版）》,具体条例,"一、机动车驾驶人有下列违法行为之一，一次记12分：
（一）驾驶与准驾车型不符的机动车的；
（二）饮酒后驾驶机动车的；
（三）驾驶营运客车（不包括公共汽车）、校车载人超过核定人数20％以上的；
（四）造成交通事故后逃逸，尚不构成犯罪的；
（五）上道路行驶的机动车未悬挂机动车号牌的，或者故意遮挡、污损、不按规定安装机动车号牌的；
（六）使用伪造、变造的机动车号牌、行驶证、驾驶证、校车标牌或者使用其他机动车号牌、行驶证的；
（七）驾驶机动车在高速公路上倒车、逆行、穿越中央分隔带掉头的；
（八）驾驶营运客车在高速公路车道内停车的；
（九）驾驶中型以上载客载货汽车、校车、危险物品运输车辆在高速公路、城市快速路上行驶超过规定时速20％以上或者在高速公路、城市快速路以外的道路上行驶超过规定时速50％以上，以及驾驶其他机动车行驶超过规定时速50%以上的；
（十）连续驾驶中型以上载客汽车、危险物品运输车辆超过4小时未停车休息或者停车休息时间少于20分钟的；
（十一）未取得校车驾驶资格驾驶校车的。
二、机动车驾驶人有下列违法行为之一，一次记6分：
（一）机动车驾驶证被暂扣期间驾驶机动车的；
（二）驾驶机动车违反道路交通信号灯通行的；
（三）驾驶营运客车（不包括公共汽车）、校车载人超过核定人数未达20％的，或者驾驶其他载客汽车载人超过核定人数20％以上的；
（四）驾驶中型以上载客载货汽车、校车、危险物品运输车辆在高速公路、城市快速路上行驶超过规定时速未达20％的；
（五）驾驶中型以上载客载货汽车、校车、危险物品运输车辆在高速公路、城市快速路以外的道路上行驶或者驾驶其他机动车行驶超过规定时速20%以上未达到50%的；
（六）驾驶货车载物超过核定载质量30%以上或者违反规定载客的；
（七）驾驶营运客车以外的机动车在高速公路车道内停车的；
（八）驾驶机动车在高速公路或者城市快速路上违法占用应急车道行驶的；
（九）低能见度气象条件下，驾驶机动车在高速公路上不按规定行驶的；
（十）驾驶机动车运载超限的不可解体的物品，未按指定的时间、路线、速度行驶或者未悬挂明显标志的；
（十一）驾驶机动车载运爆炸物品、易燃易爆化学物品以及剧毒、放射性等危险物品，未按指定的时间、路线、速度行驶或者未悬挂警示标志并采取必要的安全措施的；
（十二）以隐瞒、欺骗手段补领机动车驾驶证的；
（十三）连续驾驶中型以上载客汽车、危险物品运输车辆以外的机动车超过4小时未停车休息或者停车休息时间少于20分钟的；
（十四）驾驶机动车不按照规定避让校车的。
三、机动车驾驶人有下列违法行为之一，一次记3分：
（一）驾驶营运客车（不包括公共汽车）、校车以外的载客汽车载人超过核定人数未达20%的；
（二）驾驶中型以上载客载货汽车、危险物品运输车辆在高速公路、城市快速路以外的道路上行驶或者驾驶其他机动车行驶超过规定时速未达20%的；
（三）驾驶货车载物超过核定载质量未达30%的；
（四）驾驶机动车在高速公路上行驶低于规定最低时速的；
（五）驾驶禁止驶入高速公路的机动车驶入高速公路的；
（六）驾驶机动车在高速公路或者城市快速路上不按规定车道行驶的；
（七）驾驶机动车行经人行横道，不按规定减速、停车、避让行人的；
（八）驾驶机动车违反禁令标志、禁止标线指示的；
（九）驾驶机动车不按规定超车、让行的，或者逆向行驶的；
（十）驾驶机动车违反规定牵引挂车的；
（十一）在道路上车辆发生故障、事故停车后，不按规定使用灯光和设置警告标志的；
（十二）上道路行驶的机动车未按规定定期进行安全技术检验的。
四、机动车驾驶人有下列违法行为之一，一次记2分：
（一）驾驶机动车行经交叉路口不按规定行车或者停车的；
（二）驾驶机动车有拨打、接听手持电话等妨碍安全驾驶的行为的；
（三）驾驶二轮摩托车，不戴安全头盔的；
（四）驾驶机动车在高速公路或者城市快速路上行驶时，驾驶人未按规定系安全带的；
（五）驾驶机动车遇前方机动车停车排队或者缓慢行驶时，借道超车或者占用对面车道、穿插等候车辆的；
（六）不按照规定为校车配备安全设备，或者不按照规定对校车进行安全维护的；
（七）驾驶校车运载学生，不按照规定放置校车标牌、开启校车标志灯，或者不按照经审核确定的线路行驶的；
（八）校车上下学生，不按照规定在校车停靠站点停靠的；
（九）校车未运载学生上道路行驶，使用校车标牌、校车标志灯和停车指示标志的；
（十）驾驶校车上道路行驶前，未对校车车况是否符合安全技术要求进行检查，或者驾驶存在安全隐患的校车上道路行驶的；
（十一）在校车载有学生时给车辆加油，或者在校车发动机引擎熄灭前离开驾驶座位的。
五、机动车驾驶人有下列违法行为之一，一次记1分：
（一）驾驶机动车不按规定使用灯光的；
（二）驾驶机动车不按规定会车的；
（三）驾驶机动车载货长度、宽度、高度超过规定的；
（四）上道路行驶的机动车未放置检验合格标志、保险标志，未随车携带行驶证、机动车驾驶证的。"
借贷纠纷,还本付息,《中华人民共和国合同法》,第一百二十一条,当事人一方因第三人的原因造成违约的，应当向对方承担违约责任。当事人一方和第三人之间的纠纷，依照法律规定或者按照约定解决。
借贷纠纷,还本付息,《中华人民共和国合同法》,第二百零八条,借款人提前偿还借款的，除当事人另有约定的以外，应当按照实际借款的期间计算利息。
借贷纠纷,还本付息,《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》,第二十六条,借贷双方约定的利率未超过年利率24%，出借人请求借款人按照约定的利率支付利息的，人民法院应予支持。 借贷双方约定的利率超过年利率36%，超过部分的利息约定无效。借款人请求出借人返还已支付的超过年利率36%部分的利息的，人民法院应予支持。
借贷纠纷,还本付息,《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》,第二十九条,借贷双方对逾期利率有约定的，从其约定，但以不超过年利率24%为限。 未约定逾期利率或者约定不明的，人民法院可以区分不同情况处理： （一）既未约定借期内的利率，也未约定逾期利率，出借人主张借款人自逾期还款之日起按照年利率6%支付资金占用期间利息的，人民法院应予支持； （二）约定了借期内的利率但未约定逾期利率，出借人主张借款人自逾期还款之日起按照借期内的利率支付资金占用期间利息的，人民法院应予支持。
借贷纠纷,还本付息,《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》,第三十条,出借人与借款人既约定了逾期利率，又约定了违约金或者其他费用，出借人可以选择主张逾期利息、违约金或者其他费用，也可以一并主张，但总计超过年利率24%的部分，人民法院不予支持。
借贷纠纷,还本付息,《中华人民共和国合同法》,第二百零六条,借款人应当按照约定的期限返还借款。对借款期限没有约定或者约定不明确，依照本法第六十一条的规定仍不能确定的，借款人可以随时返还；贷款人可以催告借款人在合理期限内返还。
著作权纠纷,确认著作权归属,《中华人民共和国著作权法(2010修正)》,第十一条,著作权属于作者，本法另有规定的除外。 创作作品的公民是作者。 由法人或者其他组织主持，代表法人或者其他组织意志创作，并由法人或者其他组织承担责任的作品，法人或者其他组织视为作者。 如无相反证明，在作品上署名的公民、法人或者其他组织为作者。
著作权纠纷,著作权侵权赔偿,《中华人民共和国著作权法(2010修正)》,第十条,作权包括下列人身权和财产权： （一）发表权，即决定作品是否公之于众的权利； （二）署名权，即表明作者身份，在作品上署名的权利； （三）修改权，即修改或者授权他人修改作品的权利； （四）保护作品完整权，即保护作品不受歪曲、篡改的权利； （五）复制权，即以印刷、复印、拓印、录音、录像、翻录、翻拍等方式将作品制作一份或者多份的权利； （六）发行权，即以出售或者赠与方式向公众提供作品的原件或者复制件的权利； （七）出租权，即有偿许可他人临时使用电影作品和以类似摄制电影的方法创作的作品、计算机软件的权利，计算机软件不是出租的主要标的的除外； （八）展览权，即公开陈列美术作品、摄影作品的原件或者复制件的权利； （九）表演权，即公开表演作品，以及用各种手段公开播送作品的表演的权利； （十）放映权，即通过放映机、幻灯机等技术设备公开再现美术、摄影、电影和以类似摄制电影的方法创作的作品等的权利； （十一）广播权，即以无线方式公开广播或者传播作品，以有线传播或者转播的方式向公众传播广播的作品，以及通过扩音器或者其他传送符号、声音、图像的类似工具向公众传播广播的作品的权利； （十二）信息网络传播权，即以有线或者无线方式向公众提供作品，使公众可以在其个人选定的时间和地点获得作品的权利； （十三）摄制权，即以摄制电影或者以类似摄制电影的方法将作品固定在载体上的权利； （十四）改编权，即改变作品，创作出具有独创性的新作品的权利； （十五）翻译权，即将作品从一种语言文字转换成另一种语言文字的权利； （十六）汇编权，即将作品或者作品的片段通过选择或者编排，汇集成新作品的权利； （十七）应当由著作权人享有的其他权利。 著作权人可以许可他人行使前款第（五）项至第（十七）项规定的权利，并依照约定或者本法有关规定获得报酬。 著作权人可以全部或者部分转让本条第一款第（五）项至第（十七）项规定的权利，并依照约定或者本法有关规定获得报酬。
著作权纠纷,著作权侵权赔偿,《中华人民共和国著作权法(2010修正)》,第四十七条,下列侵权行为的，应当根据情况，承担停止侵害、消除影响、赔礼道歉、赔偿损失等民事责任： （一）未经著作权人许可，发表其作品的； （二）未经合作作者许可，将与他人合作创作的作品当作自己单独创作的作品发表的； （三）没有参加创作，为谋取个人名利，在他人作品上署名的； （四）歪曲、篡改他人作品的； （五）剽窃他人作品的； （六）未经著作权人许可，以展览、摄制电影和以类似摄制电影的方法使用作品，或者以改编、翻译、注释等方式使用作品的，本法另有规定的除外； （七）使用他人作品，应当支付报酬而未支付的； （八）未经电影作品和以类似摄制电影的方法创作的作品、计算机软件、录音录像制品的著作权人或者与著作权有关的权利人许可，出租其作品或者录音录像制品的，本法另有规定的除外； （九）未经出版者许可，使用其出版的图书、期刊的版式设计的； （十）未经表演者许可，从现场直播或者公开传送其现场表演，或者录制其表演的； （十一）其他侵犯著作权以及与著作权有关的权益的行为。
专利权纠纷,确认专利权归属,《中华人民共和国专利法(2008修正)》,第六条,执行本单位的任务或者主要是利用本单位的物质技术条件所完成的发明创造为职务发明创造。职务发明创造申请专利的权利属于该单位；申请被批准后，该单位为专利权人。 非职务发明创造，申请专利的权利属于发明人或者设计人；申请被批准后，该发明人或者设计人为专利权人。 利用本单位的物质技术条件所完成的发明创造，单位与发明人或者设计人订有合同，对申请专利的权利和专利权的归属作出约定的，从其约定。
专利权纠纷,专利权侵权赔偿,《中华人民共和国专利法(2008修正)》,第六十九条,有下列情形之一的，不视为侵犯专利权： （一）专利产品或者依照专利方法直接获得的产品，由专利权人或者经其许可的单位、个人售出后，使用、许诺销售、销售、进口该产品的； （二）在专利申请日前已经制造相同产品、使用相同方法或者已经作好制造、使用的必要准备，并且仅在原有范围内继续制造、使用的； （三）临时通过中国领陆、领水、领空的外国运输工具，依照其所属国同中国签订的协议或者共同参加的国际条约，或者依照互惠原则，为运输工具自身需要而在其装置和设备中使用有关专利的； （四）专为科学研究和实验而使用有关专利的； （五）为提供行政审批所需要的信息，制造、使用、进口专利药品或者专利医疗器械的，以及专门为其制造、进口专利药品或者专利医疗器械的。
专利权纠纷,专利权侵权赔偿,《中华人民共和国专利法实施细则(2010修订)》,第八十四条,下列行为属于专利法第六十三条规定的假冒专利的行为： （一）在未被授予专利权的产品或者其包装上标注专利标识，专利权被宣告无效后或者终止后继续在产品或者其包装上标注专利标识，或者未经许可在产品或者产品包装上标注他人的专利号； （二）销售第（一）项所述产品； （三）在产品说明书等材料中将未被授予专利权的技术或者设计称为专利技术或者专利设计，将专利申请称为专利，或者未经许可使用他人的专利号，使公众将所涉及的技术或者设计误认为是专利技术或者专利设计； （四）伪造或者变造专利证书、专利文件或者专利申请文件； （五）其他使公众混淆，将未被授予专利权的技术或者设计误认为是专利技术或者专利设计的行为。 专利权终止前依法在专利产品、依照专利方法直接获得的产品或者其包装上标注专利标识，在专利权终止后许诺销售、销售该产品的，不属于假冒专利行为。 销售不知道是假冒专利的产品，并且能够证明该产品合法来源的，由管理专利工作的部门责令停止销售，但免除罚款的处罚。
商标权纠纷,确认商标权归属,《中华人民共和国商标法(2013修正)》,第三条,经商标局核准注册的商标为注册商标，包括商品商标、服务商标和集体商标、证明商标；商标注册人享有商标专用权，受法律保护。本法所称集体商标，是指以团体、协会或者其他组织名义注册，供该组织成员在商事活动中使用，以表明使用者在该组织中的成员资格的标志。本法所称证明商标，是指由对某种商品或者服务具有监督能力的组织所控制，而由该组织以外的单位或者个人使用于其商品或者服务，用以证明该商品或者服务的原产地、原料、制造方法、质量或者其他特定品质的标志。集体商标、证明商标注册和管理的特殊事项，由国务院工商行政管理部门规定。
商标权纠纷,商标权侵权赔偿,《中华人民共和国商标法(2013修正)》,第五十七条,有下列行为之一的，均属侵犯注册商标专用权：（一）未经商标注册人的许可，在同一种商品上使用与其注册商标相同的商标的；（二）未经商标注册人的许可，在同一种商品上使用与其注册商标近似的商标，或者在类似商品上使用与其注册商标相同或者近似的商标，容易导致混淆的；（三）销售侵犯注册商标专用权的商品的；（四）伪造、擅自制造他人注册商标标识或者销售伪造、擅自制造的注册商标标识的；（五）未经商标注册人同意，更换其注册商标并将该更换商标的商品又投入市场的；（六）故意为侵犯他人商标专用权行为提供便利条件，帮助他人实施侵犯商标专用权行为的；（七）给他人的注册商标专用权造成其他损害的。
不正当竞争,不正当竞争损害赔偿,《中华人民共和国反不正当竞争法(2019修正)》,第十二条,营者利用网络从事生产经营活动，应当遵守本法的各项规定。 经营者不得利用技术手段，通过影响用户选择或者其他方式，实施下列妨碍、破坏其他经营者合法提供的网络产品或者服务正常运行的行为： （一）未经其他经营者同意，在其合法提供的网络产品或者服务中，插入链接、强制进行目标跳转； （二）误导、欺骗、强迫用户修改、关闭、卸载其他经营者合法提供的网络产品或者服务； （三）恶意对其他经营者合法提供的网络产品或者服务实施不兼容； （四）其他妨碍、破坏其他经营者合法提供的网络产品或者服务正常运行的行为。
不正当竞争,不正当竞争损害赔偿,《中华人民共和国反不正当竞争法(2019修正)》,第九条,经营者不得实施下列侵犯商业秘密的行为： （一）以盗窃、贿赂、欺诈、胁迫、电子侵入或者其他不正当手段获取权利人的商业秘密； （二）披露、使用或者允许他人使用以前项手段获取的权利人的商业秘密； （三）违反保密义务或者违反权利人有关保守商业秘密的要求，披露、使用或者允许他人使用其所掌握的商业秘密； （四）教唆、引诱、帮助他人违反保密义务或者违反权利人有关保守商业秘密的要求，获取、披露、使用或者允许他人使用权利人的商业秘密。 经营者以外的其他自然人、法人和非法人组织实施前款所列违法行为的，视为侵犯商业秘密。 第三人明知或者应知商业秘密权利人的员工、前员工或者其他单位、个人实施本条第一款所列违法行为，仍获取、披露、使用或者允许他人使用该商业秘密的，视为侵犯商业秘密。 本法所称的商业秘密，是指不为公众所知悉、具有商业价值并经权利人采取相应保密措施的技术信息、经营信息等商业信息。
不正当竞争,不正当竞争损害赔偿,《中华人民共和国反不正当竞争法(2019修正)》,第六条,经营者不得实施下列混淆行为，引人误认为是他人商品或者与他人存在特定联系： （一）擅自使用与他人有一定影响的商品名称、包装、装潢等相同或者近似的标识； （二）擅自使用他人有一定影响的企业名称（包括简称、字号等）、社会组织名称（包括简称等）、姓名（包括笔名、艺名、译名等）； （三）擅自使用他人有一定影响的域名主体部分、网站名称、网页等； （四）其他足以引人误认为是他人商品或者与他人存在特定联系的混淆行为。
不正当竞争,不正当竞争损害赔偿,《中华人民共和国反不正当竞争法(2019修正)》,第七条,经营者不得采用财物或者其他手段贿赂下列单位或者个人，以谋取交易机会或者竞争优势： （一）交易相对方的工作人员； （二）受交易相对方委托办理相关事务的单位或者个人； （三）利用职权或者影响力影响交易的单位或者个人。 经营者在交易活动中，可以以明示方式向交易相对方支付折扣，或者向中间人支付佣金。经营者向交易相对方支付折扣、向中间人支付佣金的，应当如实入账。接受折扣、佣金的经营者也应当如实入账。 经营者的工作人员进行贿赂的，应当认定为经营者的行为；但是，经营者有证据证明该工作人员的行为与为经营者谋取交易机会或者竞争优势无关的除外。
不正当竞争,不正当竞争损害赔偿,《中华人民共和国反不正当竞争法(2019修正)》,第八条,经营者不得对其商品的性能、功能、质量、销售状况、用户评价、曾获荣誉等作虚假或者引人误解的商业宣传，欺骗、误导消费者。 经营者不得通过组织虚假交易等方式，帮助其他经营者进行虚假或者引人误解的商业宣传。
不正当竞争,不正当竞争损害赔偿,《中华人民共和国反不正当竞争法(2019修正)》,第十条,经营者进行有奖销售不得存在下列情形： （一）所设奖的种类、兑奖条件、奖金金额或者奖品等有奖销售信息不明确，影响兑奖； （二）采用谎称有奖或者故意让内定人员中奖的欺骗方式进行有奖销售； （三）抽奖式的有奖销售，最高奖的金额超过五万元。
不正当竞争,不正当竞争损害赔偿,《中华人民共和国反不正当竞争法(2019修正)》,第十一条,经营者不得编造、传播虚假信息或者误导性信息，损害竞争对手的商业信誉、商品声誉。
